Year,Year_Rank,Song,Artist,Genre,Cover,Points,Peak,Weeks
1999,5,Every Morning,Sugar Ray,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2520,3,31
1999,6,Believe,Cher,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2467,1,29
1999,7,No Scrubs,TLC,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2455,1,28
1999,8,All Star,Smash Mouth,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2448,4,30
1999,9,Angel Of Mine,Monica,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2228,1,26
1999,10,Genie In A Bottle,Christina Aguilera,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2202,1,25
1999,11,...Baby One More Time,Britney Spears,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2192,1,26
1999,12,Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2135,2,27
1999,13,Someday,Sugar Ray,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2116,7,26
1999,14,If You Had My Love,Jennifer Lopez,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2071,1,25
1999,15,Scar Tissue,Red Hot Chili Peppers,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2071,9,29
1999,16,Unpretty,TLC,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2070,1,27
1999,17,Angel,Sarah McLachlan,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2013,4,24
1999,18,What It's Like,Everlast,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1992,13,31
1999,19,Fly Away,Lenny Kravitz,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1948,12,28
1999,20,Fortunate,Maxwell,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1922,4,25
1999,21,Smooth,Santana Featuring Rob Thomas,Pop,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg,1918,1,22
1999,22,She's So High,Tal Bachman,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1891,14,28
1999,23,Save Tonight,Eagle-Eye Cherry,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1859,5,24
1999,24,The Hardest Thing,98 Degrees,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1767,5,24
1999,25,Sweet Lady,Tyrese,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1761,12,25
1999,26,Livin' La Vida Loca,Ricky Martin,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1751,1,20
1999,27,That Don't Impress Me Much,Shania Twain,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1721,7,28
1999,28,All I Have To Give,Backstreet Boys,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1712,5,21
1999,29,Anywhere,112 Featuring Lil'z,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1700,15,25
1999,30,Black Balloon,Goo Goo Dolls,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1676,16,25
1999,31,Back 2 Good,matchbox 20,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1658,24,27
1999,32,Last Kiss,Pearl Jam,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1645,2,21
1999,33,"Bills, Bills, Bills",Destiny's Child,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1620,1,20
1999,34,Mambo No. 5 (A Little Bit Of...),Lou Bega,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1608,3,18
1999,35,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1604,19,25
1999,36,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1593,19,24
1999,37,Bailamos,Enrique Iglesias,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1558,1,20
1999,38,Have You Ever?,Brandy,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1556,1,18
1999,39,Steal My Sunshine,Len,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1540,9,20
1999,40,It's Not Right But It's Okay,Whitney Houston,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1490,4,20
1999,41,I Do (Cherish You),98 Degrees,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1478,13,20
1999,42,Back At One,Brian McKnight,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/c79a0a494e9bddb36ada87ef97e9d451/250x250-000000-80-0-0.jpg,1450,2,18
1999,43,808,Blaque,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1446,8,20
1999,44,Tell Me It's Real,K-Ci & JoJo,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1442,2,20
1999,45,Nobody's Supposed To Be Here,Deborah Cox,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1441,2,16
1999,46,Please Remember Me,Tim McGraw,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1433,10,20
1999,47,Spend My Life With You,Eric Benet Featuring Tamia,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1421,21,22
1999,48,If You (Lovin' Me),Silk,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1416,13,20
1999,49,My Love Is Your Love,Whitney Houston,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1415,5,17
1999,50,Heartbreaker,Mariah Carey Featuring Jay-Z,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1411,1,17
1999,51,Ex-Factor,Lauryn Hill,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1403,21,22
1999,52,I Still Believe,Mariah Carey,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1395,4,20
1999,53,She's All I Ever Had,Ricky Martin,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1379,2,20
1999,54,I Will Remember You (Live),Sarah McLachlan,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1376,14,20
1999,55,(God Must Have Spent) A Little More Time On You,N Sync,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1372,8,18
1999,56,Lately,Tyrese,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1370,3,24
1999,57,You,Jesse Powell,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1344,10,20
1999,58,Wild Wild West,Will Smith Featuring Dru Hill & Kool Mo Dee,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1343,1,17
1999,59,What's It Gonna Be?!,Busta Rhymes Featuring Janet,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1334,3,20
1999,60,I Need To Know,Marc Anthony,Pop,https://cdn-images.dzcdn.net/images/cover/84bf338a85d3024bd31a6140a4230329/250x250-000000-80-0-0.jpg,1334,3,16
1999,61,Amazed,Lonestar,Country,https://cdn-images.dzcdn.net/images/cover/c91716a558bbb41a29075840d341f5ba/250x250-000000-80-0-0.jpg,1325,24,21
1999,62,Give It To You,Jordan Knight,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1292,10,20
1999,63,Jumper,Third Eye Blind,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1279,5,16
1999,64,Summer Girls,LFO,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1271,3,17
1999,65,Miami,Will Smith,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1270,17,17
1999,66,I Don't Want To Miss A Thing,Mark Chesnutt,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1264,17,21
1999,67,Happily Ever After,Case,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1258,15,20
1999,68,Almost Doesn't Count,Brandy,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1255,16,20
1999,69,So Anxious,Ginuwine,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1252,16,20
1999,70,Man! I Feel Like A Woman!,Shania Twain,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1242,23,28
1999,71,Who Dat,JT Money Featuring Sole,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1229,5,20
1999,72,Get Gone,Ideal,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1216,13,19
1999,73,Lesson In Leavin',Jo Dee Messina,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1189,28,20
1999,74,How Forever Feels,Kenny Chesney,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1184,27,21
1999,75,Out Of My Head,Fastball,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1184,20,20
1999,76,Better Days (And The Bottom Drops Out),Citizen King,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1183,25,20
1999,77,These Are The Times,Dru Hill,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1167,21,17
1999,78,I'm Your Angel,R. Kelly & Celine Dion,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1163,1,14
1999,79,Sometimes,Britney Spears,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1155,21,20
1999,80,When A Woman's Fed Up,R. Kelly,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1138,22,19
1999,81,All Night Long,Faith Evans Featuring Puff Daddy,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1120,9,19
1999,82,Chante's Got A Man,Chante Moore,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1118,10,18
1999,83,Write This Down,George Strait,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1114,27,20
1999,84,Lullaby,Shawn Mullins,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1113,7,14
1999,85,Something Like That,Tim McGraw,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1099,28,20
1999,86,God Must Have Spent A Little More Time On You,Alabama Featuring 'N Sync,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1097,29,20
1999,87,(You Drive Me) Crazy,Britney Spears,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1094,10,15
1999,88,I Love You,Martina McBride,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1091,24,18
1999,89,Satisfy You,Puff Daddy Featuring R. Kelly,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1053,2,14
1999,90,We Can't Be Friends,Deborah Cox With R.L.,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1051,8,16
1999,91,Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1042,33,20
1999,92,Doo Wop (That Thing),Lauryn Hill,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1025,7,14
1999,93,We Like To Party!,Vengaboys,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1025,26,20
1999,94,U Know What's Up,Donell Jones,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1023,7,14
1999,95,Jamboree,Naughty By Nature Featuring Zhane,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1015,10,17
1999,96,Faded Pictures,Case & Joe,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,992,10,19
1999,97,Hands,Jewel,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,986,6,12
1999,98,It Ain't My Fault 1 & 2,Silkk The Shocker Featuring Mystikal,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,983,18,18
1999,99,What Ya Want,EVE & Nokio,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,975,29,20
1999,100,You'll Be In My Heart,Phil Collins,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,975,21,20
2000,1,Breathe,Faith Hill,Country,https://cdn-images.dzcdn.net/images/cover/580a1286a0994b5052cb75c1d455b504/250x250-000000-80-0-0.jpg,3722,2,45
2000,2,I Wanna Know,Joe,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/d316a5dceea79d5e0c7475976661a8ae/250x250-000000-80-0-0.jpg,3511,4,44
2000,3,Everything You Want,Vertical Horizon,Rock,https://cdn-images.dzcdn.net/images/cover/04e36aff87717fdfb1c2ae1f437dc0ab/250x250-000000-80-0-0.jpg,3262,1,41
2000,4,Bent,matchbox twenty,Rock,https://cdn-images.dzcdn.net/images/cover/0313f4b80366d3c782d8f148fa0df490/250x250-000000-80-0-0.jpg,3033,1,36
2000,5,Higher,Creed,Rock,https://cdn-images.dzcdn.net/images/cover/7c5e2402a3bcb04b871d503087ef56da/250x250-000000-80-0-0.jpg,3023,7,41
2000,6,He Wasn't Man Enough,Toni Braxton,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/709194c219613c16b12217da009620fa/250x250-000000-80-0-0.jpg,2960,2,37
2000,7,Smooth,Santana Featuring Rob Thomas,Pop,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg,2920,1,36
2000,8,Kryptonite,3 Doors Down,Rock,https://cdn-images.dzcdn.net/images/cover/e075197e5985cd4269f829f1ea217cad/250x250-000000-80-0-0.jpg,2886,3,39
2000,9,Amazed,Lonestar,Country,https://cdn-images.dzcdn.net/images/cover/c91716a558bbb41a29075840d341f5ba/250x250-000000-80-0-0.jpg,2760,1,34
2000,10,Try Again,Aaliyah,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/f707e996384b62fd3f8f2318ca972375/250x250-000000-80-0-0.jpg,2699,1,32
2000,11,There You Go,P!nk,Pop,https://cdn-images.dzcdn.net/images/cover/822dd8968617b2da70dcaa5804556512/250x250-000000-80-0-0.jpg,2636,7,32
2000,12,Say My Name,Destiny's Child,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/73da200f9335f752d2f7cb5ed8933cef/250x250-000000-80-0-0.jpg,2573,1,31
2000,13,"Jumpin', Jumpin'",Destiny's Child,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/73da200f9335f752d2f7cb5ed8933cef/250x250-000000-80-0-0.jpg,2498,3,32
2000,14,You Sang To Me,Marc Anthony,Pop,https://cdn-images.dzcdn.net/images/cover/2cc8a9d03c75faa3923b233e60da7e42/250x250-000000-80-0-0.jpg,2481,2,32
2000,15,(Hot S**t) Country Grammar,Nelly,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/400ae601f12dafd809be627927f73eb4/250x250-000000-80-0-0.jpg,2384,7,34
2000,16,Maria Maria,Santana Featuring The Product G&B,Rock,https://cdn-images.dzcdn.net/images/cover/929132f50492c7acfab23b32722f4537/250x250-000000-80-0-0.jpg,2353,1,26
2000,17,Back At One,Mark Wills,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/c79a0a494e9bddb36ada87ef97e9d451/250x250-000000-80-0-0.jpg,2341,2,39
2000,18,I Wish,R. Kelly,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/885ce5252a8bdea44d567e6296957cb5/250x250-000000-80-0-0.jpg,2299,15,34
2000,19,Thong Song,Sisqo,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/83d86caacbc5a95f1638048252c01b85/250x250-000000-80-0-0.jpg,2291,3,28
2000,20,The Way You Love Me,Faith Hill,Country,https://cdn-images.dzcdn.net/images/cover/580a1286a0994b5052cb75c1d455b504/250x250-000000-80-0-0.jpg,2248,7,35
2000,21,Back Here,BBMak,Pop,https://cdn-images.dzcdn.net/images/cover/b0523b841b1f85bc38e4767718ce6e18/250x250-000000-80-0-0.jpg,2181,13,31
2000,22,I Try,Macy Gray,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/c68c524bca29e48dff44d2eacb719e43/250x250-000000-80-0-0.jpg,2142,5,27
2000,23,No More,Ruff Endz,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/96a8d09d250f0d8833b0eebe122bcef7/250x250-000000-80-0-0.jpg,2108,5,26
2000,24,With Arms Wide Open,Creed,Rock,https://cdn-images.dzcdn.net/images/cover/7c5e2402a3bcb04b871d503087ef56da/250x250-000000-80-0-0.jpg,2077,1,34
2000,25,Absolutely (Story Of A Girl),Nine Days,Rock,https://cdn-images.dzcdn.net/images/cover/37dd9d0fff31cfa168d855e1d21ebda5/250x250-000000-80-0-0.jpg,2012,6,27
2000,26,I Knew I Loved You,Savage Garden,Rock,https://cdn-images.dzcdn.net/images/cover/d393bffce44a4cf6ac86fab7adc51c62/250x250-000000-80-0-0.jpg,1996,1,23
2000,27,Bye Bye Bye,N Sync,Pop,https://cdn-images.dzcdn.net/images/cover/6cfcd0fccbd889e94b02abe2f0f54d28/250x250-000000-80-0-0.jpg,1995,4,23
2000,28,Incomplete,Sisqo,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/83d86caacbc5a95f1638048252c01b85/250x250-000000-80-0-0.jpg,1994,1,26
2000,29,It's Gonna Be Me,N Sync,Pop,https://cdn-images.dzcdn.net/images/cover/660f58735c5f8978afc7c5b6e09263da/250x250-000000-80-0-0.jpg,1983,1,25
2000,30,Doesn't Really Matter,Janet,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/ff125d71cdbd7314f68e44d331356e09/250x250-000000-80-0-0.jpg,1958,1,24
2000,31,Get It On Tonite,Montell Jordan,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/468f0f6a01bc10c0cf809229b8ee8651/250x250-000000-80-0-0.jpg,1915,4,22
2000,32,Music,Madonna,Pop,https://cdn-images.dzcdn.net/images/cover/2eca35a12e0b2fef3fae91421af0e8f9/250x250-000000-80-0-0.jpg,1898,1,21
2000,33,It Feels So Good,Sonique,Country,https://cdn-images.dzcdn.net/images/cover/e9f7742063c48b97e42d751fc0af942e/250x250-000000-80-0-0.jpg,1893,8,24
2000,34,Show Me The Meaning Of Being Lonely,Backstreet Boys,Pop,https://cdn-images.dzcdn.net/images/cover/d61eaad8f321ea876a5f5c7219aae892/250x250-000000-80-0-0.jpg,1854,6,24
2000,35,I Need To Know,Marc Anthony,Pop,https://cdn-images.dzcdn.net/images/cover/84bf338a85d3024bd31a6140a4230329/250x250-000000-80-0-0.jpg,1853,6,24
2000,36,That's The Way It Is,Celine Dion,Pop,https://cdn-images.dzcdn.net/images/cover/177346106112348e15ec4f9add0c1ef4/250x250-000000-80-0-0.jpg,1802,6,21
2000,37,Be With You,Enrique Iglesias,Pop,https://cdn-images.dzcdn.net/images/cover/283dbe1ebd46cc2892f75238aac2db71/250x250-000000-80-0-0.jpg,1703,1,20
2000,38,Come On Over Baby (All I Want Is You),Christina Aguilera,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/98276416e4db0e5eb6fbb9c9f1a52bdc/250x250-000000-80-0-0.jpg,1702,1,21
2000,39,Most Girls,P!nk,Pop,https://cdn-images.dzcdn.net/images/cover/e0a64d6a79703a283041eb1af870805d/250x250-000000-80-0-0.jpg,1699,4,21
2000,40,I Turn To You,Christina Aguilera,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/98276416e4db0e5eb6fbb9c9f1a52bdc/250x250-000000-80-0-0.jpg,1691,3,22
2000,41,Let's Get Married,Jagged Edge,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/5a7bedce12f57e199780c05afd7a6e0b/250x250-000000-80-0-0.jpg,1671,11,24
2000,42,Never Let You Go,Third Eye Blind,Rock,https://cdn-images.dzcdn.net/images/cover/63cdeab38afce974a57e1a9f6ee0ff85/250x250-000000-80-0-0.jpg,1653,14,22
2000,43,What A Girl Wants,Christina Aguilera,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/98276416e4db0e5eb6fbb9c9f1a52bdc/250x250-000000-80-0-0.jpg,1639,1,19
2000,44,Desert Rose,Sting Featuring Cheb Mami,Rock,https://cdn-images.dzcdn.net/images/cover/316afdaed93c4a18cf730389648d03d6/250x250-000000-80-0-0.jpg,1638,17,26
2000,45,I Need You,LeAnn Rimes,Country,https://cdn-images.dzcdn.net/images/cover/7b6725e19d0c57ba87d2e9a00ee7be5b/250x250-000000-80-0-0.jpg,1635,11,25
2000,46,Bring It All To Me,Blaque,Pop,https://cdn-images.dzcdn.net/images/cover/fc4e354799fe2f3dc7287e76b388748c/250x250-000000-80-0-0.jpg,1615,5,19
2000,47,Case Of The Ex (Whatcha Gonna Do),Mya,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/06d28bdbec57e17346e7aba51c656a16/250x250-000000-80-0-0.jpg,1578,2,20
2000,48,Wifey,Next,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/fea2bf81593b4fef77fe519250b0741b/250x250-000000-80-0-0.jpg,1529,7,21
2000,49,Wonderful,Everclear,Rock,https://cdn-images.dzcdn.net/images/cover/b0f2453c814252afdc7e85d960e8de8c/250x250-000000-80-0-0.jpg,1466,11,21
2000,50,All The Small Things,Blink-182,Rock,https://cdn-images.dzcdn.net/images/cover/50627ad1a5ce0215359f0e8b2e37a01f/250x250-000000-80-0-0.jpg,1453,6,19
2000,51,Otherside,Red Hot Chili Peppers,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/5e61e8290a4d1d64ca58920656c9602d/250x250-000000-80-0-0.jpg,1426,14,22
2000,52,Faded,SoulDecision Featuring Thrust,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1426,22,24
2000,53,Don't Think I'm Not,Kandi,R&B/Soul,https://is1-ssl.mzstatic.com/image/thumb/Music/2e/c0/34/mzi.zfgrrjkl.jpg/100x100bb.jpg,1407,24,22
2000,54,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1401,5,16
2000,55,Big Pimpin',Jay-Z Featuring UGK,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1394,18,20
2000,56,Dance With Me,Debelah Morgan,Country,https://cdn-images.dzcdn.net/images/cover/fdfdaa63fa8f80c99dbdf571330327cf/250x250-000000-80-0-0.jpg,1384,10,23
2000,57,Separated,Avant,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1373,23,20
2000,58,Bag Lady,Erykah Badu,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1373,6,20
2000,59,Shake Ya Ass,Mystikal,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1359,13,20
2000,60,Purest Of Pain (A Puro Dolor),Son By Four,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1339,26,26
